name,disease_target,composition,suitable_for,price,effectiveness_score,availability
Montelukast 250mg,Asthma,"[{'ingredient': 'Montelukast Sodium', 'mg': 4.5, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",331.85,0.5044,True
Pioglitazone XR,Type 2 Diabetes,"[{'ingredient': 'Pioglitazone', 'mg': 22, 'percentage': 100.0}]","['Adult', 'Senior']",787.74,0.8345,True
Metoclopramide,GERD,"[{'ingredient': 'Metoclopramide', 'mg': 7.0, 'percentage': 100.0}]","['Adult', 'Senior']",74.02,0.9656,True
Ramelteon 1000mg,Insomnia,"[{'ingredient': 'Ramelteon', 'mg': 8.0, 'percentage': 100.0}]","['Adult', 'Senior']",162.61,0.8614,True
Hydroxychloroquine,Arthritis,"[{'ingredient': 'Hydroxychloroquine', 'mg': 395, 'percentage': 100.0}]",['Child'],1300.69,0.8777,True
Quetiapine,Bipolar Disorder,"[{'ingredient': 'Quetiapine Fumarate', 'mg': 110, 'percentage': 100.0}]",['Child'],1362.1,0.595,True
Clobetasol,Eczema,"[{'ingredient': 'Clobetasol Propionate', 'mg': 0.5, 'percentage': 100.0}]","['Adult', 'Senior']",364.66,0.9494,True
Glimepride XR,Type 2 Diabetes,"[{'ingredient': 'Glimepiride', 'mg': 2.5, 'percentage': 100.0}]",['Child'],597.91,0.6248,True
Pregabalin SR,Cancer Pain Management,"[{'ingredient': 'Pregabalin', 'mg': 91, 'percentage': 100.0}]","['Adult', 'Senior']",2719.82,0.8076,True
Diclofenac Gel,Lower Back Pain,"[{'ingredient': 'Diclofenac Diethylamine', 'mg': 10.0, 'percentage': 100.0}]",['Senior'],358.99,0.7588,False
Paroxetine Forte,Anxiety Disorder,"[{'ingredient': 'Paroxetine HCl', 'mg': 23, 'percentage': 100.0}]",['Senior'],151.89,0.813,True
ORS Dengue 250mg,Dengue Fever,"[{'ingredient': 'Sodium Chloride', 'mg': 520, 'percentage': 16.1}, {'ingredient': 'Glucose', 'mg': 2700, 'percentage': 83.9}]","['Adult', 'Senior']",92.42,0.6789,True
Ipratropium,Asthma,"[{'ingredient': 'Ipratropium Bromide', 'mg': 22, 'percentage': 100.0}]",['Child'],742.55,0.6699,True
Levetiracetam SR,Epilepsy,"[{'ingredient': 'Levetiracetam', 'mg': 960, 'percentage': 100.0}]","['Child', 'Adult']",956.27,0.6402,False
Diclofenac SR,Post-operative Pain,"[{'ingredient': 'Diclofenac Sodium', 'mg': 72, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",559.76,0.7017,True
Insulin Aspart,Type 1 Diabetes,"[{'ingredient': 'Insulin Aspart', 'mg': 100, 'percentage': 100.0}]","['Child', 'Adult']",943.03,0.5596,True
Tiotropium,COPD,"[{'ingredient': 'Tiotropium Bromide', 'mg': 10.0, 'percentage': 100.0}]",['Senior'],1268.2,0.6951,True
Dupilumab,Eczema,"[{'ingredient': 'Dupilumab', 'mg': 255, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",137.5,0.6055,True
Tretinoin,Acne Vulgaris,"[{'ingredient': 'Tretinoin', 'mg': 0.074, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",170.74,0.5954,True
Duloxetine Generic,Neuropathic Pain,"[{'ingredient': 'Duloxetine HCl', 'mg': 56, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",102.46,0.7967,True
Budesonide Nasal Forte,Allergic Rhinitis,"[{'ingredient': 'Budesonide', 'mg': 205, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",219.97,0.5749,True
Clobetasol Plus,Eczema,"[{'ingredient': 'Clobetasol Propionate', 'mg': 0.5, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",1296.19,0.9168,True
Artemether,Malaria,"[{'ingredient': 'Artemether', 'mg': 40, 'percentage': 8.8}, {'ingredient': 'Lumefantrine', 'mg': 415, 'percentage': 91.2}]","['Child', 'Adult', 'Senior']",356.03,0.6056,True
Risperidone Forte,Bipolar Disorder,"[{'ingredient': 'Risperidone', 'mg': 3.5, 'percentage': 100.0}]","['Adult', 'Senior']",1425.99,0.7883,True
Ranolazine,Angina,"[{'ingredient': 'Ranolazine', 'mg': 805, 'percentage': 100.0}]",['Senior'],298.85,0.7768,True
Coal Tar OD,Psoriasis,"[{'ingredient': 'Coal Tar Solution', 'mg': 8.0, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",6210.43,0.5775,True
Montelukast XR,Asthma,"[{'ingredient': 'Montelukast Sodium', 'mg': 10.0, 'percentage': 100.0}]",['Child'],952.53,0.8199,True
Glatiramer Generic,Multiple Sclerosis,"[{'ingredient': 'Glatiramer Acetate', 'mg': 32, 'percentage': 100.0}]",['Adult'],8524.41,0.6071,True
Haloperidol Generic,Schizophrenia,"[{'ingredient': 'Haloperidol', 'mg': 5.0, 'percentage': 100.0}]","['Child', 'Adult']",156.47,0.8468,True
Salbutamol 1000mg,Bronchitis,"[{'ingredient': 'Salbutamol Sulphate', 'mg': 2.5, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",215.46,0.9366,True
Bisoprolol,Heart Failure,"[{'ingredient': 'Bisoprolol Fumarate', 'mg': 7.5, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",2164.34,0.6276,False
Sinarest,Seasonal Flu,"[{'ingredient': 'Paracetamol', 'mg': 500, 'percentage': 97.6}, {'ingredient': 'Cetirizine', 'mg': 7.0, 'percentage': 1.4}, {'ingredient': 'Phenylephrine', 'mg': 5.5, 'percentage': 1.0}]",['Senior'],116.78,0.5124,True
Glatiramer,Multiple Sclerosis,"[{'ingredient': 'Glatiramer Acetate', 'mg': 35, 'percentage': 100.0}]",['Adult'],2650.91,0.6337,True
Niacin SR,Hyperlipidemia,"[{'ingredient': 'Niacin', 'mg': 1920, 'percentage': 100.0}]","['Child', 'Adult']",2163.85,0.79,True
Insulin Detemir 250mg,Type 1 Diabetes,"[{'ingredient': 'Insulin Detemir', 'mg': 100, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",2971.42,0.6209,True
Azelastine,Allergic Rhinitis,"[{'ingredient': 'Azelastine HCl', 'mg': 220, 'percentage': 100.0}]","['Child', 'Adult']",298.93,0.7494,False
Ciprofloxacin Eye,Conjunctivitis,"[{'ingredient': 'Ciprofloxacin HCl', 'mg': 3.0, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",234.81,0.7749,True
Bicarbonate,Chronic Kidney Disease,"[{'ingredient': 'Sodium Bicarbonate', 'mg': 520, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",1569.69,0.7107,True
Morphine XR,Cancer Pain Management,"[{'ingredient': 'Morphine Sulphate', 'mg': 140, 'percentage': 100.0}]","['Child', 'Adult']",1454.39,0.7141,True
Phentermine,Obesity,"[{'ingredient': 'Phentermine HCl', 'mg': 25, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",223.38,0.8969,True
Valproate,Epilepsy,"[{'ingredient': 'Sodium Valproate', 'mg': 215, 'percentage': 100.0}]",['Child'],498.84,0.6815,False
Diclofenac Gel,Lower Back Pain,"[{'ingredient': 'Diclofenac Diethylamine', 'mg': 10.0, 'percentage': 100.0}]","['Adult', 'Senior']",88.91,0.6126,True
Fentanyl Patch,Cancer Pain Management,"[{'ingredient': 'Fentanyl', 'mg': 52, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",1274.43,0.6348,True
Prochlorperazine SR,Vertigo,"[{'ingredient': 'Prochlorperazine Maleate', 'mg': 8.5, 'percentage': 100.0}]",['Senior'],86.65,0.596,True
Celecoxib,Arthritis,"[{'ingredient': 'Celecoxib', 'mg': 195, 'percentage': 100.0}]","['Adult', 'Senior']",1950.59,0.8674,True
OCP CR,Polycystic Ovary Syndrome,"[{'ingredient': 'Ethinyl Estradiol', 'mg': 0.029, 'percentage': 1.0}, {'ingredient': 'Drospirenone', 'mg': 3.0, 'percentage': 99.0}]",['Child'],432.46,0.5552,True
Olanzapine Generic,Bipolar Disorder,"[{'ingredient': 'Olanzapine', 'mg': 10.0, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",1375.56,0.6261,True
Melatonin,Insomnia,"[{'ingredient': 'Melatonin', 'mg': 4.5, 'percentage': 100.0}]","['Adult', 'Senior']",238.97,0.5264,False
Doxazosin Forte,Benign Prostatic Hyperplasia,"[{'ingredient': 'Doxazosin Mesylate', 'mg': 7.0, 'percentage': 100.0}]","['Adult', 'Senior']",157.01,0.7871,True
Metolar,Hypertension,"[{'ingredient': 'Metoprolol', 'mg': 60, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",627.5,0.5789,True
Piriton Forte,Common Cold,"[{'ingredient': 'Chlorpheniramine', 'mg': 6.5, 'percentage': 100.0}]",['Adult'],119.37,0.7583,False
Roflumilast Forte,COPD,"[{'ingredient': 'Roflumilast', 'mg': 330, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",1720.76,0.7723,True
ORS Dengue,Dengue Fever,"[{'ingredient': 'Sodium Chloride', 'mg': 520, 'percentage': 16.1}, {'ingredient': 'Glucose', 'mg': 2700, 'percentage': 83.9}]","['Child', 'Adult', 'Senior']",130.89,0.8206,True
Vicks Action 500 XR,Seasonal Flu,"[{'ingredient': 'Paracetamol', 'mg': 500, 'percentage': 92.3}, {'ingredient': 'Caffeine', 'mg': 42, 'percentage': 7.7}]","['Adult', 'Senior']",69.54,0.9432,True
Venlafaxine Plus,PTSD,"[{'ingredient': 'Venlafaxine HCl', 'mg': 89, 'percentage': 100.0}]","['Child', 'Adult']",183.2,0.7235,False
Trimethoprim 250mg,Urinary Tract Infection,"[{'ingredient': 'Trimethoprim', 'mg': 195, 'percentage': 100.0}]",['Child'],341.12,0.8685,True
Entacapone,Parkinson's Disease,"[{'ingredient': 'Entacapone', 'mg': 200, 'percentage': 100.0}]","['Adult', 'Senior']",3436.28,0.7155,True
Lansoprazole OD,GERD,"[{'ingredient': 'Lansoprazole', 'mg': 23, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",245.06,0.6838,True
Januvia,Type 2 Diabetes,"[{'ingredient': 'Sitagliptin', 'mg': 83, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",767.77,0.6656,True
Levothyroxine XR,Hypothyroidism,"[{'ingredient': 'Levothyroxine Sodium', 'mg': 51, 'percentage': 100.0}]","['Adult', 'Senior']",175.57,0.8099,False
Topamax,Migraine,"[{'ingredient': 'Topiramate', 'mg': 53, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",502.86,0.815,True
Furosemide,Heart Failure,"[{'ingredient': 'Furosemide', 'mg': 66, 'percentage': 100.0}]","['Adult', 'Senior']",2095.21,0.6604,True
Pantoprazole,Gastritis,"[{'ingredient': 'Pantoprazole Sodium', 'mg': 23, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",169.41,0.9421,True
Voriconazole,Fungal Infection,"[{'ingredient': 'Voriconazole', 'mg': 150, 'percentage': 100.0}]","['Adult', 'Senior']",424.21,0.8144,False
Papaya Leaf Ext,Dengue Fever,"[{'ingredient': 'Carica Papaya Extract', 'mg': 1100, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",147.68,0.5136,True
Amantadine,Parkinson's Disease,"[{'ingredient': 'Amantadine HCl', 'mg': 145, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",3777.42,0.8667,True
Cephalexin 250mg,Urinary Tract Infection,"[{'ingredient': 'Cephalexin', 'mg': 455, 'percentage': 100.0}]","['Child', 'Adult']",89.84,0.6881,True
Levothyroxine,Hypothyroidism,"[{'ingredient': 'Levothyroxine Sodium', 'mg': 120, 'percentage': 100.0}]",['Adult'],109.71,0.741,True
Ondansetron CR,Gastroenteritis,"[{'ingredient': 'Ondansetron HCl', 'mg': 4.0, 'percentage': 100.0}]","['Child', 'Adult']",158.21,0.6735,True
Amphetamine,ADHD,"[{'ingredient': 'Mixed Amphetamine Salts', 'mg': 29, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",745.4,0.8332,True
Lithium Plus,Bipolar Disorder,"[{'ingredient': 'Lithium Carbonate', 'mg': 235, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",121.55,0.5684,True
Carbamazepine,Epilepsy,"[{'ingredient': 'Carbamazepine', 'mg': 285, 'percentage': 100.0}]","['Adult', 'Senior']",101.28,0.6014,False
Hydroxychloroquine SR,Arthritis,"[{'ingredient': 'Hydroxychloroquine', 'mg': 370, 'percentage': 100.0}]",['Senior'],1940.79,0.8615,False
Pregabalin Forte,Cancer Pain Management,"[{'ingredient': 'Pregabalin', 'mg': 115, 'percentage': 100.0}]","['Child', 'Adult']",3579.43,0.5931,True
Nifedipine,Hypertension,"[{'ingredient': 'Nifedipine', 'mg': 21, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",311.85,0.9138,True
Paroxetine,PTSD,"[{'ingredient': 'Paroxetine HCl', 'mg': 47, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",224.06,0.6891,True
Montelukast,Allergic Rhinitis,"[{'ingredient': 'Montelukast Sodium', 'mg': 5.0, 'percentage': 100.0}]","['Adult', 'Senior']",359.4,0.6494,True
ORS,Gastroenteritis,"[{'ingredient': 'Sodium Chloride', 'mg': 520, 'percentage': 14.8}, {'ingredient': 'Potassium Chloride', 'mg': 300, 'percentage': 8.5}, {'ingredient': 'Glucose', 'mg': 2700, 'percentage': 76.7}]","['Child', 'Adult', 'Senior']",20.89,0.5749,False
Hydrocortisone,Eczema,"[{'ingredient': 'Hydrocortisone', 'mg': 16.0, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",937.52,0.5508,False
Sumatriptan 1000mg,Migraine,"[{'ingredient': 'Sumatriptan', 'mg': 77, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",213.82,0.8669,True
Mirtazapine,PTSD,"[{'ingredient': 'Mirtazapine', 'mg': 31, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",218.19,0.7474,True
Buspirone SR,Anxiety Disorder,"[{'ingredient': 'Buspirone HCl', 'mg': 29, 'percentage': 100.0}]","['Adult', 'Senior']",203.89,0.6493,True
Atorvastatin,Hyperlipidemia,"[{'ingredient': 'Atorvastatin Calcium', 'mg': 59, 'percentage': 100.0}]","['Adult', 'Senior']",1014.31,0.8119,True
Vildagliptin 1000mg,Type 2 Diabetes,"[{'ingredient': 'Vildagliptin', 'mg': 86, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",1189.32,0.7739,True
Venlafaxine,Anxiety Disorder,"[{'ingredient': 'Venlafaxine HCl', 'mg': 195, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",469.86,0.5198,True
Rifampicin,Tuberculosis,"[{'ingredient': 'Rifampicin', 'mg': 515, 'percentage': 100.0}]",['Senior'],261.82,0.8857,True
Loratadine XR,Allergic Rhinitis,"[{'ingredient': 'Loratadine', 'mg': 10.0, 'percentage': 100.0}]",['Adult'],333.83,0.8258,True
ORS SR,Gastroenteritis,"[{'ingredient': 'Sodium Chloride', 'mg': 520, 'percentage': 14.8}, {'ingredient': 'Potassium Chloride', 'mg': 300, 'percentage': 8.5}, {'ingredient': 'Glucose', 'mg': 2700, 'percentage': 76.7}]","['Adult', 'Senior']",159.19,0.9221,True
Cephalexin,Urinary Tract Infection,"[{'ingredient': 'Cephalexin', 'mg': 360, 'percentage': 100.0}]","['Adult', 'Senior']",221.66,0.7309,True
Denosumab SR,Osteoporosis,"[{'ingredient': 'Denosumab', 'mg': 60, 'percentage': 100.0}]",['Adult'],2288.5,0.7458,True
Candesartan 1000mg,Hypertension,"[{'ingredient': 'Candesartan', 'mg': 10.0, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",620.75,0.5311,True
Azithromycin,Pneumonia,"[{'ingredient': 'Azithromycin', 'mg': 500, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",253.35,0.5648,True
Interferon Beta 500mg,Multiple Sclerosis,"[{'ingredient': 'Interferon Beta-1a', 'mg': 41, 'percentage': 100.0}]","['Child', 'Adult']",3797.57,0.582,True
Diclofenac SR,Arthritis,"[{'ingredient': 'Diclofenac Sodium', 'mg': 80, 'percentage': 100.0}]","['Adult', 'Senior']",1893.7,0.6528,True
Propanorm,Migraine,"[{'ingredient': 'Propranolol', 'mg': 64, 'percentage': 100.0}]","['Child', 'Adult']",379.54,0.9359,True
Fenofibrate OD,Hyperlipidemia,"[{'ingredient': 'Fenofibrate', 'mg': 200, 'percentage': 100.0}]",['Adult'],708.44,0.8689,False
Migranil SR,Migraine,"[{'ingredient': 'Paracetamol', 'mg': 510, 'percentage': 91.7}, {'ingredient': 'Caffeine', 'mg': 46, 'percentage': 8.3}]",['Adult'],520.34,0.5343,True
Eletriptan,Migraine,"[{'ingredient': 'Eletriptan Hydrobromide', 'mg': 30, 'percentage': 100.0}]",['Senior'],582.62,0.5077,True
Muscle Relaxant,Lower Back Pain,"[{'ingredient': 'Methocarbamol', 'mg': 690, 'percentage': 69.7}, {'ingredient': 'Ibuprofen', 'mg': 300, 'percentage': 30.3}]",['Adult'],140.21,0.94,True
Tizanidine XR,Lower Back Pain,"[{'ingredient': 'Tizanidine HCl', 'mg': 8.0, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",726.87,0.7084,False
Risedronate 250mg,Osteoporosis,"[{'ingredient': 'Risedronate Sodium', 'mg': 24, 'percentage': 100.0}]",['Child'],1640.05,0.676,True
Clarithromycin SR,Bronchitis,"[{'ingredient': 'Clarithromycin', 'mg': 280, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",167.69,0.7624,True
Eltroxin CR,Hypothyroidism,"[{'ingredient': 'Levothyroxine Sodium', 'mg': 80, 'percentage': 100.0}]",['Senior'],92.86,0.5824,True
Liothyronine,Hypothyroidism,"[{'ingredient': 'Liothyronine Sodium', 'mg': 12.5, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",127.6,0.8794,True
Allopurinol CR,Gout,"[{'ingredient': 'Allopurinol', 'mg': 255, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",76.37,0.966,True
Dapagliflozin OD,Type 2 Diabetes,"[{'ingredient': 'Dapagliflozin', 'mg': 7.0, 'percentage': 100.0}]","['Child', 'Adult']",1073.96,0.8078,True
Phentermine CR,Obesity,"[{'ingredient': 'Phentermine HCl', 'mg': 35, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",912.45,0.6754,True
Doxepin Plus,Insomnia,"[{'ingredient': 'Doxepin HCl', 'mg': 3.5, 'percentage': 100.0}]","['Child', 'Adult']",117.08,0.629,True
Metformin,Type 2 Diabetes,"[{'ingredient': 'Metformin HCl', 'mg': 830, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",864.46,0.5353,True
Oxcarbazepine,Epilepsy,"[{'ingredient': 'Oxcarbazepine', 'mg': 500, 'percentage': 100.0}]",['Adult'],1065.18,0.5379,False
Ondansetron,Chemotherapy Nausea,"[{'ingredient': 'Ondansetron HCl', 'mg': 11.5, 'percentage': 100.0}]","['Adult', 'Senior']",1406.08,0.9291,False
Sulfasalazine Generic,Arthritis,"[{'ingredient': 'Sulfasalazine', 'mg': 605, 'percentage': 100.0}]","['Adult', 'Senior']",693.55,0.826,True
ORS Dengue XR,Dengue Fever,"[{'ingredient': 'Sodium Chloride', 'mg': 520, 'percentage': 16.1}, {'ingredient': 'Glucose', 'mg': 2700, 'percentage': 83.9}]","['Adult', 'Senior']",158.78,0.9431,True
Doxycycline,Bronchitis,"[{'ingredient': 'Doxycycline Hyclate', 'mg': 180, 'percentage': 100.0}]",['Senior'],309.28,0.51,True
Terbinafine,Fungal Infection,"[{'ingredient': 'Terbinafine HCl', 'mg': 160, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",144.25,0.9632,True
Teriparatide SR,Osteoporosis,"[{'ingredient': 'Teriparatide', 'mg': 20, 'percentage': 100.0}]","['Child', 'Adult']",2660.53,0.5286,True
Celecoxib Plus,Chronic Pain,"[{'ingredient': 'Celecoxib', 'mg': 235, 'percentage': 100.0}]","['Adult', 'Senior']",904.87,0.6227,True
Ipratropium Plus,Asthma,"[{'ingredient': 'Ipratropium Bromide', 'mg': 18.0, 'percentage': 100.0}]","['Adult', 'Senior']",836.02,0.6486,True
Foracort 1000mg,Asthma,"[{'ingredient': 'Formoterol', 'mg': 7.0, 'percentage': 1.7}, {'ingredient': 'Budesonide', 'mg': 395, 'percentage': 98.3}]",['Child'],591.0,0.62,False
Flecainide,Arrhythmia,"[{'ingredient': 'Flecainide Acetate', 'mg': 99, 'percentage': 100.0}]","['Adult', 'Senior']",834.5,0.827,True
Carbimazole OD,Hyperthyroidism,"[{'ingredient': 'Carbimazole', 'mg': 6.5, 'percentage': 100.0}]","['Adult', 'Senior']",97.7,0.8188,True
Zolpidem,Insomnia,"[{'ingredient': 'Zolpidem Tartrate', 'mg': 8.0, 'percentage': 100.0}]","['Adult', 'Senior']",136.1,0.6349,True
Levofloxacin Forte,Bronchitis,"[{'ingredient': 'Levofloxacin', 'mg': 555, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",199.33,0.6514,False
Vonoprazan Forte,GERD,"[{'ingredient': 'Vonoprazan Fumarate', 'mg': 13.0, 'percentage': 100.0}]","['Adult', 'Senior']",124.91,0.9031,True
Tiotropium 1000mg,Asthma,"[{'ingredient': 'Tiotropium Bromide', 'mg': 10.5, 'percentage': 100.0}]","['Adult', 'Senior']",856.81,0.9221,False
Adalimumab CR,Psoriasis,"[{'ingredient': 'Adalimumab', 'mg': 44, 'percentage': 100.0}]",['Adult'],3671.46,0.9092,True
Chloramphenicol,Conjunctivitis,"[{'ingredient': 'Chloramphenicol', 'mg': 6.0, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",94.32,0.8726,True
Fenofibrate 500mg,Hyperlipidemia,"[{'ingredient': 'Fenofibrate', 'mg': 77, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",1744.77,0.8721,True
Ceftriaxone,Pneumonia,"[{'ingredient': 'Ceftriaxone Sodium', 'mg': 395, 'percentage': 100.0}]","['Adult', 'Senior']",1124.85,0.865,True
RHEZ Combo OD,Tuberculosis,"[{'ingredient': 'Rifampicin', 'mg': 150, 'percentage': 16.7}, {'ingredient': 'Isoniazid', 'mg': 75, 'percentage': 8.3}, {'ingredient': 'Ethambutol', 'mg': 275, 'percentage': 30.6}, {'ingredient': 'Pyrazinamide', 'mg': 400, 'percentage': 44.4}]","['Child', 'Adult']",179.76,0.8125,True
Clarithromycin 500mg,Bronchitis,"[{'ingredient': 'Clarithromycin', 'mg': 340, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",100.24,0.934,True
Augmentin 1000mg,Urinary Tract Infection,"[{'ingredient': 'Amoxicillin', 'mg': 380, 'percentage': 75.2}, {'ingredient': 'Clavulanate', 'mg': 125, 'percentage': 24.8}]",['Senior'],308.74,0.6545,True
Benzoyl Peroxide,Acne Vulgaris,"[{'ingredient': 'Benzoyl Peroxide', 'mg': 60, 'percentage': 100.0}]",['Senior'],214.35,0.5587,True
Ventolin Generic,Asthma,"[{'ingredient': 'Salbutamol', 'mg': 165, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",1460.3,0.6769,True
Levodopa Generic,Parkinson's Disease,"[{'ingredient': 'Levodopa', 'mg': 175, 'percentage': 87.5}, {'ingredient': 'Carbidopa', 'mg': 25, 'percentage': 12.5}]",['Adult'],405.3,0.6712,True
Furosemide 500mg,Heart Failure,"[{'ingredient': 'Furosemide', 'mg': 30, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",2890.19,0.5484,True
Avil,Common Cold,"[{'ingredient': 'Pheniramine', 'mg': 24, 'percentage': 100.0}]","['Child', 'Adult']",85.13,0.8833,True
Sacubitril,Heart Failure,"[{'ingredient': 'Sacubitril', 'mg': 46, 'percentage': 35.9}, {'ingredient': 'Valsartan', 'mg': 82, 'percentage': 64.1}]","['Child', 'Adult', 'Senior']",1718.91,0.5088,True
Morphine,Cancer Pain Management,"[{'ingredient': 'Morphine Sulphate', 'mg': 6.0, 'percentage': 100.0}]",['Adult'],2855.49,0.7034,True
Mebeverine,Irritable Bowel Syndrome,"[{'ingredient': 'Mebeverine HCl', 'mg': 185, 'percentage': 100.0}]",['Senior'],347.85,0.5532,False
Allegra Forte,Common Cold,"[{'ingredient': 'Fexofenadine', 'mg': 125, 'percentage': 100.0}]","['Adult', 'Senior']",38.57,0.721,True
Meropenem,Pneumonia,"[{'ingredient': 'Meropenem', 'mg': 710, 'percentage': 100.0}]","['Adult', 'Senior']",1567.62,0.771,True
Norethisterone,Endometriosis,"[{'ingredient': 'Norethisterone', 'mg': 11.0, 'percentage': 100.0}]","['Adult', 'Senior']",1087.55,0.6763,True
Beclate,Asthma,"[{'ingredient': 'Beclomethasone', 'mg': 150, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",653.19,0.6754,True
Sertraline 250mg,Major Depressive Disorder,"[{'ingredient': 'Sertraline HCl', 'mg': 75, 'percentage': 100.0}]","['Adult', 'Senior']",316.03,0.7287,True
Cetrizet 500mg,Common Cold,"[{'ingredient': 'Cetirizine', 'mg': 6.0, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",135.36,0.9451,False
Allopurinol,Gout,"[{'ingredient': 'Allopurinol', 'mg': 445, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",335.47,0.8452,True
